ApplicationDate,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,OutstandingAmount,DaysOverdue,CallResponse,DistanceFromBranch,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,Outstanding_norm,Days_norm,Credit_norm,Distance_norm,PriorityScore,RecoveryStrategy
2021-04-20,40,52356,612,19,10706,24,2,318,0.4243102209641888,4,1,0.2428027633368343,0,0,23,26,761,556,306381,49424,4363.0,0.753689769430407,4,4974,28,0,47,256957,0.1797059999999999,0.204709637055318,547.3567989136321,0.1983398576469475,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0.047133447182239566,0.15083798882681565,0.7266881028938905,0.9387755102040816,12.611949658219082,SMS Reminder
2021-04-21,31,60129,648,10,32606,48,3,755,0.2392564981720745,7,0,0.3642382949107606,0,0,23,4,9602,1304,41761,121117,5010.75,0.9578362000326256,3,11523,51,0,28,10970,0.203606,0.2175351444640148,1022.9289436798192,0.3548229194591267,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.12701878506952916,0.2793296089385475,0.842443729903537,0.5510204081632653,15.12446851733052,SMS Reminder
2021-04-22,32,29548,458,8,16587,48,0,990,0.3987071640471833,1,2,0.2656958163769611,0,0,20,19,6044,346,15082,10111,2462.333333333333,0.6835118173187816,4,4706,24,0,34,4971,0.282587,0.2709002881747487,569.4886383709702,0.6333377440250318,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.043864357160283,0.12849162011173185,0.2315112540192925,0.673469387755102,15.580455616184373,SMS Reminder
2021-04-23,23,62614,578,0,30382,48,2,214,0.3212942727811855,2,1,0.1691518703404511,0,0,23,27,3512,1623,62994,28012,5217.833333333333,0.9113101934141034,6,6470,51,0,45,34982,0.236382,0.2221295368301,960.7336148730208,0.2251382019752171,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,0.06538180043913148,0.2793296089385475,0.617363344051447,0.8979591836734693,17.260856714490508,SMS Reminder
2021-04-24,60,47414,668,37,26767,60,0,244,0.2743428813785354,7,3,0.2815080818782478,0,0,26,17,1788,11224,71730,26697,3951.1666666666665,0.7889596868017251,0,21433,14,0,48,45033,0.1977669999999999,0.226676909681363,749.4726490002882,0.2514377987093149,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.2479019272993413,0.07262569832402235,0.9067524115755625,0.9591836734693877,14.98109452867211,SMS Reminder
2021-04-25,25,83217,568,0,27977,108,4,375,0.289810818131317,3,0,0.177339751385611,0,0,22,5,2439,1474,31630,17522,6934.75,0.7791550923116128,4,26099,147,0,9,14108,0.288977,0.3039795190585368,759.6681157451344,0.163620623057087,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,0.3048182483532569,0.8156424581005587,0.585209003215434,0.16326530612244897,34.49984540156958,Field Visit
2021-04-26,31,23790,559,11,22399,60,5,136,0.1889067227895308,3,0,0.4321932326963622,1,0,17,29,2039,3885,58614,5314,1982.5,0.6115961305935177,13,20513,166,1,21,53300,0.2478989999999999,0.2374260446697831,641.0315603155418,0.391945301546301,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.23667967797023665,0.9217877094972067,0.5562700964630225,0.4081632653061224,51.623198438437655,Field Visit
2021-04-27,31,21060,582,5,26684,84,1,407,0.4260626666529915,6,0,0.1410189916260818,0,1,29,24,5578,892,21650,15627,1755.0,0.6933979921730382,4,18856,151,0,34,6023,0.260684,0.2909800116489262,746.8574445187186,0.6574686293553953,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.21646743108075142,0.8379888268156425,0.630225080385852,0.673469387755102,49.50883973773059,Field Visit
2021-04-28,50,75828,496,24,20749,60,0,729,0.1499974212076044,0,3,0.3240872968746314,1,0,31,14,20316,385,34314,17247,6319.0,0.9579392159912984,6,6160,174,0,10,17067,0.2777489999999999,0.3306195609545049,710.8412943012007,0.2278590432507043,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,0.061600390339107094,0.9664804469273743,0.3536977491961415,0.18367346938775508,43.391412738334935,Field Visit
2021-04-29,36,39536,595,12,16032,60,2,196,0.2264434149184489,7,1,0.3588079838519359,0,0,22,7,997,750,34263,14469,3294.6666666666665,0.7346206612374412,6,10490,16,0,42,19794,0.223532,0.2106154151971008,434.2746554737849,0.1913014939722131,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.11441815076848012,0.08379888268156425,0.6720257234726688,0.836734693877551,12.990932824754578,SMS Reminder
2021-04-30,54,37291,504,28,13605,24,0,429,0.4866884889961791,4,1,0.5639700452889435,0,0,20,3,1945,1877,882004,33094,3107.583333333333,0.7994288798691307,3,3788,71,0,7,848910,0.2366049999999999,0.2267157742324351,710.3224325032538,0.3666265101509491,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,0.03266650402537204,0.3910614525139665,0.37942122186495175,0.12244897959183673,17.57456411291999,SMS Reminder
2021-05-01,31,97747,594,12,6684,24,1,301,0.2162966657842333,3,1,0.1518967902463305,0,0,24,5,2372,1051,182900,107177,8145.583333333333,0.9281860727965684,5,4079,17,0,1,75723,0.184684,0.1805818339858623,333.88063462940386,0.0779417027177595,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,0.036216150280556234,0.0893854748603352,0.6688102893890675,0.0,6.633018486034392,SMS Reminder
2021-05-02,43,32919,565,22,20119,60,0,915,0.1042966937372969,2,0,0.0436080186430623,0,0,20,5,229,765,59889,46557,2743.25,0.6688149132173365,3,17827,30,1,4,13332,0.2426189999999999,0.2498259315495946,590.3139780373549,0.5487337931422054,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.20391558916808977,0.16201117318435757,0.5755627009646302,0.061224489795918366,19.718242443984924,SMS Reminder
2021-05-03,29,30751,522,8,47084,48,1,303,0.4082187449756772,1,3,0.4482013986663984,0,0,24,8,7176,2263,50659,9660,2562.583333333333,0.8469965242601916,6,16919,8,0,25,40999,0.281084,0.2801076482344095,1641.2685008438068,0.7587142535242978,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,0.19283971700414737,0.03910614525139665,0.43729903536977477,0.4897959183673469,14.838834379548327,SMS Reminder
2021-05-04,65,106731,523,41,31730,72,0,862,0.2830800512563545,5,0,0.4267241443928318,0,0,18,22,3236,986,202689,61221,8894.25,0.8582629572730294,2,30029,38,0,18,141468,0.28523,0.2435941884155517,842.2869397732768,0.1916167118951318,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.35275676994388877,0.20670391061452514,0.44051446945337625,0.346938775510204,23.079850046697047,Regular Call
2021-05-05,25,127512,600,5,24682,48,0,299,0.1953589633199232,4,0,0.0764841198141517,0,0,20,3,4431,216,190914,68530,10626.0,0.7625514657127835,8,12562,103,0,8,122384,0.219682,0.1995740399847371,750.5221612678715,0.0987692604242303,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0.13969260795315933,0.5698324022346368,0.6881028938906752,0.14285714285714285,22.269845069839665,Regular Call
2021-05-06,43,133074,531,19,15260,84,0,593,0.3661041144745446,7,1,0.3521353498432307,0,0,29,23,1654,1965,42392,39921,11089.5,0.5574945653784606,6,5715,139,0,50,2471,0.27476,0.2782598635379008,414.24748893796107,0.0908289362854917,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.05617223713100755,0.770949720670391,0.4662379421221865,1.0,31.296530709468133,Priority Call
2021-05-07,47,54735,595,22,36267,108,2,457,0.4968135011303861,1,2,0.0561902154078379,0,0,28,1,4442,1355,618401,113356,4561.25,0.8200432895263269,6,21805,53,1,40,505045,0.283767,0.3266019405528104,1044.539275869388,0.3291946891464813,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0.2524396194193706,0.2905027932960894,0.6720257234726688,0.7959183673469387,27.095093016991363,Priority Call
2021-05-08,44,132632,499,20,20750,24,2,376,0.3166084956365287,3,2,0.4584732819259852,0,0,29,2,2586,3329,42388,18766,11052.666666666666,0.8548348468044893,8,18579,167,0,50,23622,0.2462499999999999,0.2515354206465442,1109.0582183066608,0.1343619836817655,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,0.21308855818492317,0.9273743016759777,0.36334405144694526,1.0,40.94357377297768,Field Visit
2021-05-09,37,23667,576,14,48410,48,0,271,0.3503029527523076,4,0,0.2622071405160008,0,0,18,7,3201,1594,45533,196388,1972.25,0.8453556496619475,5,20160,157,0,8,8918,0.25541,0.2790988619078681,1684.6971660498034,0.99160713198114,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.2323737496950476,0.8715083798882681,0.6109324758842443,0.14285714285714285,33.3638829435014,Priority Call
2021-05-10,38,21813,553,17,13486,60,2,474,0.5138474471543159,3,0,0.575823087654585,0,1,20,15,8967,591,105144,29217,1817.75,0.6848587637795397,9,4556,49,0,27,75927,0.2419859999999999,0.2502601650505749,396.03766932109033,0.478634393795126,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.04203464259575507,0.2681564245810056,0.5369774919614148,0.5306122448979591,30.248236197273435,Priority Call
2021-05-11,40,15000,505,19,15138,36,3,323,0.5443802061465666,5,1,0.2702806246778091,0,0,29,14,4306,1486,68703,2196,1250.0,0.8502760397159884,3,10773,62,0,50,66507,0.247638,0.2436699605661585,596.8278288311808,0.7358622630649446,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.11787021224688947,0.34078212290502796,0.382636655948553,1.0,23.229292880546854,Regular Call
2021-05-12,38,130983,539,13,14419,36,0,285,0.1589894413182962,1,1,0.0609917597771827,0,0,24,13,668,956,35623,204318,10915.25,0.6923938933562042,6,10868,65,0,3,8245,0.2299189999999999,0.2097908539613832,543.0819718974283,0.0758646821554639,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.1190290314710905,0.3575418994413408,0.49196141479099675,0.04081632653061225,17.79388591490933,SMS Reminder
2021-05-13,51,34275,602,27,10498,72,3,842,0.0463841297850671,3,3,0.3341045361167462,0,0,27,12,2727,1310,44913,6947,2856.25,0.6869460000513421,9,2704,29,1,4,37966,0.224498,0.2329118199953124,271.87942697477774,0.3899796680874495,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.01944376677238351,0.1564245810055866,0.6945337620578778,0.061224489795918366,12.854712356711984,SMS Reminder
2021-05-14,66,42579,583,44,13786,120,2,530,0.2405069584910061,2,2,0.0210084978247924,0,1,26,29,9883,3110,32237,19972,3548.25,0.6523974671278507,2,5545,72,0,48,12265,0.277286,0.3114412642234723,375.1265423664281,0.2550909722726494,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.05409856062454256,0.39664804469273746,0.6334405144694533,0.9591836734693877,35.00067115870712,Field Visit
2021-05-15,33,23454,615,11,23193,72,0,556,0.191181882105568,2,1,0.2140635577181341,0,0,22,18,2445,728,64448,14323,1954.5,0.747400942088739,6,6854,31,0,30,50125,0.2306929999999999,0.2014695121953465,557.5152640694956,0.569718733215398,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.07006586972432301,0.1675977653631285,0.7363344051446945,0.5918367346938774,11.887759847830345,SMS Reminder
2021-05-16,23,69233,590,5,15427,48,1,331,0.2447952897779679,4,0,0.3742503132995088,0,0,24,2,6364,817,50595,16726,5769.416666666667,0.8229215986484038,7,11856,80,0,31,33869,0.215427,0.2277479940207556,492.5565492191616,0.1427452022970251,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,0.13108075140278116,0.44134078212290506,0.6559485530546623,0.6122448979591836,21.46768105440536,Regular Call
2021-05-17,38,39458,596,18,3202,48,1,367,0.327229374293799,8,1,0.0699016499842331,0,0,29,26,13936,100,93874,21944,3288.1666666666665,0.6774702946110044,2,1994,134,1,3,71930,0.200202,0.1890457470428161,95.5790174191624,0.1406799181162235,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.010783117833617954,0.7430167597765363,0.67524115755627,0.04081632653061225,27.350582586512306,Priority Call
2021-05-18,70,28310,627,44,37689,48,2,356,0.3988200387584762,2,1,0.325699746522921,0,0,28,7,7176,5786,77640,58017,2359.1666666666665,0.4524771371191229,4,34528,78,1,23,19623,0.219189,0.2269118292776785,1201.6200058452318,0.6602416132159231,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.4076360087826299,0.4301675977653632,0.77491961414791,0.44897959183673464,32.478972025317546,Priority Call
2021-05-19,30,58101,582,10,9489,48,0,477,0.0996427004912318,5,1,0.1805898364967507,0,0,25,10,4962,1082,24932,34880,4841.75,0.9645326121865334,7,7034,95,0,10,1764,0.213489,0.1976717824268568,287.57794345134107,0.1579135526310406,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.07226152720175652,0.5251396648044693,0.630225080385852,0.18367346938775508,19.912453979244685,Regular Call
2021-05-20,59,36840,548,36,29572,48,5,556,0.4407938247027216,3,1,0.5281448620699408,0,0,28,20,3709,590,36890,21871,1978.6666666666667,0.9551203522595128,5,12371,116,1,23,15019,0.2505719999999999,0.254210690382128,987.4803212588256,0.7800608092615356,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.1373627714076604,0.6424581005586592,0.5209003215434083,0.44897959183673464,32.21823039994588,Priority Call
2021-05-21,60,35897,528,35,22372,36,2,397,0.3676868247149218,3,1,0.4480390118177855,0,0,27,25,2385,2808,179885,14040,2991.4166666666665,0.9266479166620264,7,10527,179,1,10,165845,0.243372,0.2203344584159799,854.7839597255661,0.418458576390974,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.11486948036106366,0.994413407821229,0.4565916398713825,0.18367346938775508,39.65887055458758,Field Visit
2021-05-22,33,16103,633,13,63493,96,1,271,0.2678057736950847,3,2,0.1410917832187241,0,0,24,23,2691,3933,53775,18503,1341.9166666666667,0.870304552235955,2,34006,109,1,9,35272,0.281993,0.3093456734486948,1792.476446246045,1.5377083372634006,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,0.4012686020980727,0.6033519553072625,0.7942122186495175,0.16326530612244897,34.996061289740815,Field Visit
2021-05-23,46,21563,643,23,36260,72,0,590,0.1044142806448419,2,0,0.1367004671476896,0,0,20,26,11981,236,21844,67729,1796.9166666666667,0.9192910234072076,7,10104,142,0,37,1702,0.22976,0.2310318197884349,934.967461253736,0.8486578646313051,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1097096852890949,0.7877094972067039,0.8263665594855305,0.7346938775510203,28.393831781740243,Priority Call
2021-05-24,59,65913,660,35,17114,60,0,410,0.2135055537145516,3,1,0.3462890653480689,0,0,24,10,5865,609,45762,28712,5492.75,0.7293039475967781,4,16036,16,0,41,17050,0.192114,0.2264797718037324,478.99670518007207,0.1618491111337803,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0.18206879726762626,0.08379888268156425,0.8810289389067525,0.8163265306122448,12.82837924906159,SMS Reminder
2021-05-25,35,15000,612,12,15505,96,1,196,0.295848211632788,4,0,0.4995433956149023,0,1,24,6,2560,1432,59505,10667,1250.0,0.7043604058658571,4,11770,169,0,41,48838,0.2445049999999999,0.251966112156528,376.8213260016861,0.4582570608013488,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1300317150524518,0.9385474860335196,0.7266881028938905,0.8163265306122448,49.17939022653386,Field Visit
2021-05-26,37,16409,441,9,46693,36,1,138,0.067807914950518,6,0,0.7178216968552501,0,0,30,4,2253,359,521388,39216,1367.4166666666667,0.5338063914933172,4,36428,123,0,21,482172,0.3111929999999999,0.28010935795079,1931.665876882788,1.5135590543356363,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.4308123932666504,0.6815642458100558,0.17684887459807075,0.4081632653061224,40.23580552380081,Field Visit
2021-05-27,33,43344,581,14,10530,24,3,468,0.3961239123030689,0,1,0.2630569054795349,0,0,22,8,3244,609,41152,124943,3612.0,0.7038406487219763,7,7662,84,0,32,9572,0.19503,0.1640342137812339,517.6136050734747,0.2728719836859011,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.07992193217858014,0.46368715083798884,0.6270096463022508,0.6326530612244897,20.883005579407065,Regular Call
2021-05-28,27,35681,425,2,24232,72,2,266,0.47874422366961,5,1,0.1702860681278704,0,0,27,13,4140,304,43040,9699,2973.4166666666665,0.7491415201818491,6,13436,42,0,8,33341,0.3267319999999999,0.3731486841831831,846.9029288275342,0.3742842169762734,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,0.15035374481580874,0.22905027932960895,0.12540192926045002,0.14285714285714285,19.697135749395702,SMS Reminder
2021-05-29,32,164428,585,10,20628,120,0,500,0.2979685932978526,1,2,0.2050215317119129,0,0,29,5,2090,1130,74431,3557,13702.333333333334,0.8218274805221294,6,10387,22,0,34,70874,0.283128,0.2662016672521465,493.0342026883732,0.0724719052245388,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,0.11316174676750428,0.11731843575418996,0.639871382636656,0.673469387755102,13.296446409288828,SMS Reminder
2021-05-30,25,150031,609,1,18553,60,2,273,0.232632485309198,6,0,0.1665777909224081,0,0,19,8,933,406,115981,23055,12502.583333333334,0.6356074730586803,4,11872,170,0,38,92926,0.219053,0.1974513653721343,488.91372980495976,0.0609405040135673,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.1312759209563308,0.9441340782122905,0.7170418006430868,0.7551020408163265,34.14672178164795,Field Visit
2021-05-31,40,31093,595,17,26285,24,0,431,0.346644132763995,4,0,0.1486989258672045,0,0,31,28,5086,12713,437328,40307,2591.083333333333,0.7046781216238095,7,20768,172,0,18,397021,0.203785,0.2311825922229047,1378.1760913303715,0.6982315342991817,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.23979019272993413,0.9553072625698323,0.6720257234726688,0.346938775510204,36.09082398896816,Field Visit
2021-06-01,30,51707,575,9,24216,72,1,333,0.3795543118729753,0,3,0.3908548786869351,0,0,25,8,1989,6072,46977,105863,4308.916666666667,0.8237251443801595,5,11741,108,0,31,2440,0.251716,0.2407674566912747,638.6591964811919,0.2254996491340495,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.1296779702366431,0.5977653631284916,0.607717041800643,0.6122448979591836,25.81852725710107,Regular Call
2021-06-02,42,88478,556,19,27686,24,3,968,0.6653620604725461,4,2,0.3021879136155898,0,0,28,29,1619,363,49122,10135,7373.166666666667,0.8041319966763125,1,16458,80,0,1,38987,0.2246859999999999,0.2451939034856475,1470.9761222836516,0.3307908572459122,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0.18721639424249817,0.44134078212290506,0.5466237942122185,0.0,21.183773438225387,Regular Call
2021-06-03,21,26815,435,2,23611,48,1,648,0.2347972369494602,6,1,0.2639167774332124,0,0,34,27,1926,184,18340,17865,2234.583333333333,0.9154284736742896,6,17045,77,1,20,8455,0.3011109999999999,0.3117317221741106,866.3234721245619,0.6776759897629961,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,0.19437667723835084,0.4245810055865922,0.157556270096463,0.38775510204081626,31.809038266054777,Priority Call
2021-06-04,43,18854,458,19,27142,36,3,791,0.1994676975730077,2,1,0.2133742709707826,0,0,31,9,1549,249,16881,14428,1571.1666666666667,0.7759251916918867,6,11439,109,0,16,2453,0.283142,0.2289178476666976,1049.1290103550953,1.171186386138811,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.12599414491339353,0.6033519553072625,0.2315112540192925,0.3061224489795918,28.0791229347884,Priority Call
2021-06-05,50,52051,598,27,23079,96,5,408,0.2447393389080839,1,0,0.487639461724612,0,0,28,14,6235,672,61740,45046,4337.583333333333,0.8080312226361497,3,19999,70,1,2,16694,0.259079,0.2756664874413095,597.7165157003509,0.2318610245413961,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.23040985606245426,0.38547486033519557,0.6816720257234725,0.02040816326530612,24.834487749345325,Regular Call
2021-06-06,18,34428,525,0,15839,48,2,608,0.2371290678408549,0,2,0.0614768049821523,0,0,18,29,7693,1295,24799,7431,2869.0,0.8517982415629132,9,5872,104,0,25,17368,0.248339,0.2241811960549052,502.6270710169367,0.387112956088162,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0.05808733837521346,0.5754189944134078,0.44694533762057875,0.4897959183673469,24.10762122722255,Regular Call
2021-06-07,44,29130,577,19,22070,84,0,422,0.1043718712862166,9,0,0.232823905879771,1,0,27,28,6166,286,12738,90764,2427.5,0.7163371597178337,5,19643,175,1,42,4786,0.25857,0.2266807347111077,526.1523066457138,0.3905879739014269,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.22606733349597463,0.9720670391061452,0.6141479099678455,0.836734693877551,54.125890352242166,Field Visit
2021-06-08,54,83521,638,31,15410,36,1,841,0.2145367715787076,9,1,0.3015396399579463,0,0,25,11,3752,814,28601,38838,6960.083333333333,0.565933073857399,4,3140,118,1,20,1719,0.18141,0.145128,530.5234651875539,0.1970556097538421,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,0.024762137106611366,0.653631284916201,0.810289389067524,0.38775510204081626,25.919527855632207,Regular Call
2021-06-09,25,24395,543,2,14910,48,0,389,0.2432033409973399,2,0,0.5054823405656163,0,0,28,25,840,859,17548,6382,2032.9166666666667,0.8695887265248043,5,10660,150,0,36,11166,0.23841,0.2108645006257996,462.3920843285695,0.4188032388580789,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.1164918272749451,0.8324022346368715,0.5048231511254018,0.7142857142857142,32.82800774434469,Priority Call
2021-06-10,60,26463,539,39,18618,96,2,200,0.4190140242567232,2,3,0.1261314538233127,0,0,21,23,4992,322,56187,16677,2205.25,0.864081935834095,3,10777,21,1,44,39510,0.284118,0.2739652412493416,480.0256801143873,0.3083667067744642,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.1179190046352769,0.111731843575419,0.49196141479099675,0.8775510204081631,20.79900718257463,Regular Call
2021-06-11,45,52613,606,24,20749,36,3,148,0.0757560785157036,2,0,0.2189177983572669,0,0,23,10,21565,4356,25921,25869,4384.416666666667,0.7059649977447372,5,8251,78,0,15,7006,0.2027489999999999,0.2043575046240111,775.7217372578613,0.2106829271680826,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.08710661136862649,0.4301675977653632,0.707395498392283,0.28571428571428564,17.722004729841473,SMS Reminder
2021-06-12,31,51954,502,6,22417,60,2,929,0.3831099821309307,4,0,0.1882472236816152,0,1,29,7,2476,1496,40816,10654,4329.5,0.9483096606672128,2,21496,165,1,12,30162,0.2764169999999999,0.2805824491845252,698.7595971196941,0.3759694184362384,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0.24867040741644303,0.9162011173184358,0.37299035369774924,0.22448979591836735,57.75768559806854,Field Visit
2021-06-13,39,24476,611,14,34828,48,3,512,0.6023457324437793,4,0,0.2840065719897812,0,0,20,13,600,1721,96136,10728,2039.6666666666667,0.9356673688613398,3,12906,158,0,16,85408,0.224328,0.2441372968558678,1143.437416100472,0.8116215473609112,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.1438887533544767,0.8770949720670391,0.7234726688102893,0.3061224489795918,30.53992245910535,Priority Call
2021-06-14,46,89156,535,24,17167,72,3,529,0.2565836663896911,5,1,0.2738939030567115,0,0,30,22,6175,12366,48129,11209,7429.666666666667,0.7360739824042403,5,10183,76,0,3,36920,0.264667,0.2196443420272884,430.9778912045111,0.1292087430397744,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.11067333495974628,0.41899441340782123,0.4790996784565915,0.04081632653061225,19.208145232075065,SMS Reminder
2021-06-15,40,15245,597,17,24304,24,3,849,0.138539828307015,3,0,0.42801856484133,0,0,28,9,505,365,54837,10946,1270.4166666666667,0.8531767146097924,7,15723,26,0,39,43891,0.2008039999999999,0.1606431999999999,1190.7465004444234,1.605572843905089,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,0.1782507928763113,0.13966480446927376,0.6784565916398713,0.7755102040816325,15.932129002030631,SMS Reminder
2021-06-16,46,36646,618,25,23365,48,0,176,0.475821303202784,2,2,0.3103507345578354,0,0,29,8,1152,2751,18392,2610,3053.833333333333,0.9051434544402696,5,22527,8,0,5,15782,0.209365,0.251238,776.3304950886393,0.3118475670213303,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0.26124664552329835,0.03910614525139665,0.7459807073954983,0.08163265306122448,11.763409188335007,SMS Reminder
2021-06-17,28,40725,525,3,16247,60,3,337,0.2852613366813893,3,2,0.2679185071086833,0,1,24,17,2316,5819,111223,54446,3393.75,0.7830534152656393,5,11538,51,0,42,56777,0.258747,0.2572705812394104,483.8209834253492,0.241862536552589,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0.12720175652598195,0.2793296089385475,0.44694533762057875,0.836734693877551,35.513513012425115,Field Visit
2021-06-18,42,27186,556,18,22853,48,2,358,0.4240043717848986,1,1,0.2480388476147053,0,0,29,24,9054,4991,75987,79120,2265.5,0.884217374593099,3,5893,178,1,17,1117,0.239853,0.2526705143332599,761.1476933104104,0.4939958919931187,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.05834349841424738,0.9888268156424581,0.5466237942122185,0.32653061224489793,37.63739046259118,Field Visit
2021-06-19,23,27735,581,0,36364,24,0,584,0.2081004452764132,1,2,0.2067686456167184,0,0,23,14,3507,2093,52899,3885,2311.25,0.8889108939985367,8,19384,147,0,21,49014,0.220864,0.1890791636383448,1831.4324795814064,1.0450762486020146,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0.22290802634788973,0.8156424581005587,0.6270096463022508,0.4081632653061224,32.84902210645876,Priority Call
2021-06-20,38,142616,593,17,24179,60,5,285,0.4822096316916747,2,0,0.5854148085347316,0,0,30,18,1640,188,73665,25078,11884.666666666666,0.8367431990617741,11,21576,120,1,5,48587,0.232679,0.2485443467493321,707.6237019141677,0.0835213750418607,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.24964625518419126,0.664804469273743,0.6655948553054662,0.08163265306122448,32.86171409962078,Priority Call
2021-06-21,29,22651,528,7,24668,48,4,221,0.3109207004114924,1,0,0.4664540238589214,0,0,26,9,1670,1535,50824,15822,1887.5833333333333,0.8449974530970297,0,19950,63,0,17,35002,0.255668,0.2824726262799906,863.2264648409187,0.5743992573436504,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.22981214930470847,0.3463687150837989,0.4565916398713825,0.32653061224489793,22.620319018746894,Regular Call
2021-06-22,31,177069,572,8,15480,12,2,220,0.3944384609001706,1,0,0.2479067292040789,1,0,30,22,1007,618,92106,15504,14755.75,0.7334975612212846,5,3729,114,1,12,76602,0.19448,0.1573458243054864,1402.5701123047731,0.1099618868783201,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0.031946816296657715,0.6312849162011173,0.5980707395498392,0.22448979591836735,36.8822689780211,Field Visit
